UID,Type,Name,Programs,AKAs,Addresses,DOB
"6931","Individual","Abdul Rahman YASIN","SDGT","Abdul Rahman Said YASIN | Aboud YASIN | Abdul Rahman S. TAHA | Abdul Rahman S. TAHER","","10 Apr 1960"
"6932","Entity","AL-HAMATI SWEETS BAKERIES","SDGT","","Hadhramawt Governorate, Yemen",""
"6935","Entity","JAISH-I-MOHAMMED","FTO | SDGT","ARMY OF MOHAMMED | MOHAMMED'S ARMY | TEHRIK UL-FURQAAN | JAISH-E-MOHAMMED | KHUDAMUL ISLAM | KHUDDAM-UL-ISLAM | KUDDAM E ISLAMI","Pakistan",""
"6936","Entity","JAM'YAH TA'AWUN AL-ISLAMIA","SDGT","SOCIETY OF ISLAMIC COOPERATION | JAM'IYAT AL TA'AWUN AL ISLAMIYYA | JIT","Qandahar City, Afghanistan",""
"6937","Entity","RABITA TRUST","SDGT","","Lahore, Pakistan | Lahore, Pakistan",""
"6938","Individual","Haji Abdul Manan AGHA","SDGT","Abd Al-Man'am SAIYID","Pakistan",""
"6939","Individual","Mohammad Hamdi Mohammad Sadiq AL-AHDAL","SDGT","Muhammad AL-HAMATI | AL-MAKKI, Abu Asim | Muhammad Muhummad Abdullah AL-AHDAL | Mohamed Mohamed Abdullah AL-AHDAL","Al-Hudaydah, Yemen","19 Nov 1971"
"6940","Individual","Amin AL-HAQ","SDGT","Muhammad AMIN | Dr. Amin AH HAQ | Dr. Amin UL-HAQ","","1960"
"6941","Individual","Salim Ahmad Salim HAMDAN","SDGT","Saqar AL-JADAWI | Saqr AL-JADDAW","","1965"
"6944","Individual","Sa'd Abdullah Hussein AL-SHARIF","SDGT","","","1969 | 1963 | 11 Feb 1964"
"6945","Individual","Bilal BIN MARWAN","SDGT","","","1947"
"6946","Individual","Ayadi Chafiq BIN MUHAMMAD","SDGT","Ben Muhammad AYADI SHAFIQ | Ben Muhammad AYADI CHAFIK | Ben Muhammad AIADI | Ben Muhammad AIADY","Munich, Germany | London, United Kingdom | Mouscron, Belgium | Vienna, Austria | Tunisia","21 Jan 1963"
"6947","Individual","Mamoun DARKAZANLI","SDGT","","Hamburg, Germany","04 Aug 1958"
"6948","Individual","Riad HIJAZI","SDGT","Raed M HIJAZI | Abu-Ahmad AL-HAWEN | Rashid AL-MAGHRIBI | Abu-Ahmad AL-AMRIKI | Abu-Ahmad AL-SHAHID","Jordan","1968"
"6950","Individual","Omar Mahmoud UTHMAN","SDGT","Abu Qatada AL-FILISTINI | Abu Umr TAKFIRI | ABU ISMAIL | Abu Omar ABU UMAR | Al-Samman UTHMAN | Abu Umar UMAR | Umar UTHMAN","London, United Kingdom | Jordan","30 Dec 1960 | 13 Dec 1960"
"7006","Individual","Hassan Dahir AWEYS","SDGT | SOMALIA","Sheikh Hassan Dahir Aweys ALI | Shaykh Hassan Dahir AWES | AWES, Hassan Dahir | UWAYS, Hassan Tahir","Somalia | Eritrea","1935"
"7114","Entity","AL-AQSA ISLAMIC BANK","SDGT","AL-AQSA AL-ISLAMI BANK","al-Beireh, West Bank | West Bank",""
"7115","Entity","BEIT EL-MAL HOLDINGS","SDGT","ARAB PALESTINIAN BEIT EL-MAL COMPANY | BEIT AL MAL HOLDINGS | BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD. | PALESTINIAN ARAB BEIT EL MAL CORPORATION, LTD.","Ramallah, West Bank",""
"7116","Entity","HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT","SDGT","OCCUPIED LAND FUND","Richardson, United States | Richardson, United States | Bridgeview, United States | Paterson, United States | Hebron, Region: West Bank | Region: Gaza | San Diego, United States | Jenin, Region: West Bank | Ramallah, Region: West Bank",""
"7132","Entity","UMMAH TAMEER E-NAU","SDGT","UMMAH TAMEER I-NAU | UMMAH TAMIR I-NAU | UMMAH TAMIR E-NAU | RECONSTRUCTION OF THE MUSLIM UMMAH | RECONSTRUCTION OF THE ISLAMIC COMMUNITY | FOUNDATION FOR CONSTRUCTION | RECONSTRUCTION FOUNDATION | NATION BUILDING | UMMAT TAMIR-I-PAU | UMMAT TAMIR E-NAU | UTN","Kabul, Afghanistan | Islamabad, Pakistan",""
"7133","Individual","Sultan Bashir-Ud-Din MAHMOOD","SDGT","Sultan Bashiruddin MAHMOOD | Sultan Baishiruddin MEKMUD | Dr. Bashir Uddin MEHMOOD","Kabul, Afghanistan","1937 | 1938 | 1939 | 1940 | 1941 | 1942 | 1943 | 1944 | 1945"
"7135","Individual","Abdul MAJEED","SDGT","Abdul MAJID | Chaudhry Abdul MAJEED","","15 Apr 1939 | 1938"
"7140","Entity","LASHKAR E-TAYYIBA","FTO | SDGT","LASHKAR E-TOIBA | LASHKAR-I-TAIBA | ARMY OF THE RIGHTEOUS | ARMY OF THE PURE | ARMY OF THE PURE AND RIGHTEOUS | AL MANSOOREEN | AL MANSOORIAN | PAASBAN-E-KASHMIR | PAASBAN-I-AHLE-HADITH | PASBAN-E-KASHMIR | PASBAN-E-AHLE-HADITH | PAASBAN-E-AHLE-HADIS | JAMAAT-UD-DAWA | JUD | JAMA'AT AL-DAWA | JAMAAT UD-DAAWA | JAMAAT UL-DAWAH | JAMAAT-UL-DAWA | JAMA'AT-I-DAWAT | JAMAIAT-UD-DAWA | JAMA'AT-UD-DA'AWAH | JAMA'AT-UD-DA'AWA | JAMAATI-UD-DAWA | IDARA KHIDMAT-E-KHALQ | FALAH-I-INSANIAT FOUNDATION (FIF) | FALAH-E-INSANIAT FOUNDATION | FALAH-E-INSANIYAT | FALAH-I-INSANIYAT | FALAH INSANIA | WELFARE OF HUMANITY | HUMANITARIAN WELFARE FOUNDATION | HUMAN WELFARE FOUNDATION | AL-ANFAL TRUST | TEHRIK-E-HURMAT-E-RASOOL | TEHRIK-E-TAHAFUZ QIBLA AWWAL | AL-MUHAMMADIA STUDENTS | KASHMIR FREEDOM MOVEMENT | TEHREEK-E-AZADI-E-KASHMIR | TEHREEK AZADI JAMMU AND KASHMIR | TEHREEK-E-AZADI JAMMU AND KASHMIR | TAJK | TEHREEK-I-AZADI-I KASHMIR | TEHREEK-E-AZADI-E-JAMMU AND KASHMIR | MOVEMENT FOR FREEDOM OF KASHMIR | MILLI MUSLIM LEAGUE | MILLI MUSLIM LEAGUE PAKISTAN | MML | THE RESISTANCE FRONT | KASHMIR RESISTANCE FRONT | KASHMIR RESISTANCE","Pakistan",""
"7141","Entity","CONTINUITY IRA","FTO | SDGT","CONTINUITY ARMY COUNCIL | CONTINUITY IRISH REPUBLICAN ARMY | REPUBLICAN SINN FEIN | CIRA","United Kingdom",""
"7142","Entity","FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP","SDGT","GRAPO","Spain",""
"7143","Entity","LOYALIST VOLUNTEER FORCE","SDGT","LVF","United Kingdom",""
"7144","Entity","ORANGE VOLUNTEERS","SDGT","","United Kingdom",""
"7145","Entity","RED HAND DEFENDERS","SDGT","RHD","United Kingdom",""
"7146","Entity","ULSTER DEFENCE ASSOCIATION","SDGT","ULSTER FREEDOM FIGHTERS","United Kingdom",""
"7148","Individual","Boubekeur BOULGHITI","SDGT","Boubakeur BOULGHIT | AL-JAZIRI, Abu Bakr | AL DJAZAIRI, Abou Bakr | EL DJAZAIRI, Abou Yasser | AL-JAZARI, Yasir | AL-JAZIRI, Abou Yasser","Peshawar, Pakistan","13 Feb 1970"
"7149","Entity","REVIVAL OF ISLAMIC HERITAGE SOCIETY","SDGT","JAMIAT IHIA AL-TURATH AL-ISLAMIYA | REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT | JAMIA IHYA UL TURATH | RIHS | AFGHAN SUPPORT COMMITTEE | AHYA UL TURAS | JAMIAT AYAT-UR-RHAS AL ISLAMIA | JAMIAT IHYA UL TURATH AL ISLAMIA | LAJNAT UL MASA EIDATUL AFGHANIA | ASC | AL-FURQAN FOUNDATION WELFARE TRUST | AL-FURQAN CHARITABLE FOUNDATION | AL-FURQAN WELFARE FOUNDATION | SOCIAL DEVELOPMENT FOUNDATION | ORGANIZATION FOR PEACE AND DEVELOPMENT PAKISTAN | FORKHAN RELIEF ORGANIZATION | AL-FURQAN AL-KHARIYA | AL-FURQAN KHARIA | AL-FORQAN AL-KHAIRYA | AL-FURQAN UL KHAIRA | RAIES KHILQATUL QURANIA FOUNDATION OF PAKISTAN | AL-FURKAN | AL-FORKAN | MOSASA-TUL-FORQAN | MOASSESA AL-FURQAN | AL MOSUSTA FURQAN | AL-MOSASATUL FURQAN | JAMIAT AL-FURQAN | LAJNATUL FURQAN | HAYAT UR RAS AL-FURQAN | HIYAT ORAZ AL ISLAMIYA | JAMITO AHIA TORAS AL-ISLAMI | JAMIAT AL-HAYA AL-SARAT | AHIYAHU TURUS | AHYA UTRAS | HAYATUTRAS | HAYATURAS | AL-TURAZ TRUST | AL-TURAZ ORGANIZATION | HITRAS | AL FORQAN CHARITY | EAST AND WEST ENTERPRISES","Peshawar, Pakistan | Afghanistan | Peshawar, Pakistan | Peshawar, Pakistan | Peshawar, Pakistan | Peshawar, Pakistan",""
"7150","Individual","Abd al-Muhsin AL-LIBI","SDGT","Ibrahim Ali Muhammad ABU BAKR | Abdel Ilah SABRI | Ibrahim Ali Abu Bakr TANTOUSH | Ibrahim Abubaker TANTOUCHE | Ibrahim Abubaker TANTOUSH | ABU ANAS | 'ABD AL-MUHSI | 'ABD AL-RAHMAN","South Africa","1966 | 27 Oct 1969"
"7151","Entity","ACCESOS ELECTRONICOS S.A.DE C.V.","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico",""
"7152","Entity","ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.","SDNTK","","Tijuana, Mexico",""
"7153","Entity","ADP, S.C.","SDNTK","","Baja California, Mexico",""
"7154","Entity","COMPLEJO TURISTICO OASIS, S.A. DE C.V.","SDNTK","OASIS BEACH RESORT & CONVENTION CENTER | OASIS BEACH RESORT AND CONVENTION CENTER","Rosarito, Mexico",""
"7156","Entity","DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.","SDNTK","DISTRIBUIDORA IMPERIAL | DIBC","Tijuana, Mexico | Tijuana, Mexico | Culiacan, Mexico | Guadalajara, Mexico | Guadalajara, Mexico | Ciudad Juarez, Mexico | Mexico City, Mexico | San Ysidro, United States",""
"7157","Entity","FARMACIA VIDA SUPREMA, S.A. DE C.V.","SDNTK","FARMACIAS VIDA | FARMACIA VIDA","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Rosarito, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Rosarito, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico",""
"7158","Entity","FORPRES, S.C.","SDNTK","","Tijuana, Mexico",""
"7160","Entity","GEX EXPLORE S. DE R.L. DE C.V.","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico",""
"7161","Entity","OPERADORA VALPARK, S.A. DE C.V.","SDNTK","","Tijuana, Mexico | Tijuana, Mexico",""
"7162","Entity","VALPARK, S.A. DE C.V.","SDNTK","","Tijuana, Mexico | Tijuana, Mexico",""
"7163","Individual","Miguel AGUILAR AMAO","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico","29 Sep 1953"
"7164","Individual","Manuel AGUIRRE GALINDO","SDNTK","","Rosarito, Mexico | Tijuana, Mexico","02 Nov 1950"
"7166","Individual","Enedina ARELLANO FELIX","SDNTK","Enedina ARELLANO FELIX DE TOLEDO","Tijuana, Mexico","12 Apr 1961"
"7167","Individual","Maria Antonieta FREGOSO AMEZQUITA","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico","29 Oct 1952"
"7169","Individual","Jose Alejandro GIL GARCIA","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico","22 Jan 1952"
"7170","Individual","Maria Elda HERNANDEZ PULIDO","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico","18 Aug 1971"
"7172","Individual","Gilberto MIJARES TRANCOSO","SDNTK","","Tijuana, Mexico | San Ysidro, United States | Tijuana, Mexico | Tijuana, Mexico","04 Feb 1951"
"7173","Individual","Luis Ignacio MORENO MEDINA","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico","26 May 1953"
"7174","Individual","Francisco Javier OROPEZA MEDRANO","SDNTK","","Tijuana, Mexico | Tijuana, Mexico","23 Feb 1968"
"7176","Individual","Sergio Humberto RAMIREZ AGUIRRE","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico","22 Nov 1951"
"7177","Individual","Luis Raul TOLEDO CARREJO","SDNTK","","Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico | Tijuana, Mexico","30 Jan 1959"
"7178","Individual","Javier ABAUNZA MARTINEZ","SDGT","","","01 Jan 1965"
"7179","Individual","Itziar ALBERDI URANGA","SDGT","","","07 Oct 1963"
"7180","Individual","Angel ALCALDE LINARES","SDGT","","","02 May 1943"
"7181","Individual","Miguel ALBISU IRIARTE","SDGT","","","07 Jun 1961"
"7182","Individual","Eusebio ARZALLUS TAPIA","SDGT","","","08 Nov 1957"
"7183","Individual","Paulo ELCORO AYASTUY","SDGT","","","22 Oct 1973"
"7184","Individual","Antonio Agustin FIGAL ARRANZ","SDGT","","","02 Dec 1972"
"7185","Individual","Eneko GOGEASCOECHEA ARRONATEGUI","SDGT","","","29 Apr 1967"
"7186","Individual","Cristina GOIRICELAYA GONZALEZ","SDGT","","","23 Dec 1967"
"7187","Individual","Maria Soledad IPARRAGUIRRE GUENECHEA","SDGT","","","25 Apr 1961"
"7188","Individual","Gracia MORCILLO TORRES","SDGT","","","15 Mar 1967"
"7189","Individual","Ainhoa MUGICA GONI","SDGT","","","27 Jun 1970"
"7190","Individual","Alona MUNOA ORDOZGOITI","SDGT","","","06 Jul 1976"
"7191","Individual","Juan Jesus NARVAEZ GONI","SDGT","","","23 Feb 1961"
"7192","Individual","Juan Antonio OLARRA GURIDI","SDGT","","","11 Sep 1967"
"7193","Individual","Zigor ORBE SEVILLANO","SDGT","","","22 Sep 1975"
"7194","Individual","Mikel OTEGUI UNANUE","SDGT","","","08 Oct 1972"
"7195","Individual","Jon Inaki PEREZ ARAMBURU","SDGT","","","18 Sep 1964"
"7196","Individual","Carlos SAEZ DE EGUILAZ MURGUIONDO","SDGT","","","09 Dec 1963"
"7197","Individual","Kemen URANGA ARTOLA","SDGT","","","25 May 1969"
"7198","Individual","Fermin VILA MICHELENA","SDGT","","","12 Mar 1970"
"7199","Entity","AL-HARAMAIN ISLAMIC FOUNDATION","SDGT","AL-HARAMAIN | AL-HARAMEIN | AL-HARAMAYN | ALHARAMAIN FOUNDATION | ALHARAMEIN FOUNDATION | ALHARAMAYN FOUNDATION | AL-HARAMEIN ISLAMIC FOUNDATION | AL-HARAMAYN ISLAMIC FOUNDATION | ALHARAMAIN ISLAMIC FOUNDATION | ALHARAMEIN ISLAMIC FOUNDATION | ALHARAMAYN ISLAMIC FOUNDATION | AL-HARAMAIN HUMANITARIAN FOUNDATION | AL-HARAMEIN HUMANITARIAN FOUNDATION | AL-HARAMAYN HUMANITARIAN FOUNDATION | MU'ASSASAT AL-HARAMAIN AL-KHAYRIYYA | MU'ASSASAT AL-HARAMEIN AL-KHAYRIYYA | MU'ASSASAT AL-HARAMAYN AL-KHAYRIYYA | ALHARAMAIN | ALHARAMEIN | ALHARAMAYN | ALHARAMAIN HUMANITARIAN FOUNDATION | ALHARAMEIN HUMANITARIAN FOUNDATION | ALHARAMAYN HUMANITARIAN FOUNDATION | AL-HARAMAIN FOUNDATION | AL-HARAMEIN FOUNDATION | AL-HARAMAYN FOUNDATION | VAZIR | VEZIR","Somalia | Travnik, Bosnia and Herzegovina",""
"7200","Entity","AL-AQSA MARTYRS BRIGADE","FTO | SDGT","AL-AQSA MARTYRS BATTALION","",""
"7201","Entity","THE AID ORGANIZATION OF THE ULEMA","SDGT","AL RASHID TRUST | AL RASHEED TRUST | AL-RASHEED TRUST | AL-RASHID TRUST","Karachi, Pakistan | Mansehra, Pakistan | Peshawar, Pakistan | Rawalpindi, Pakistan | Swat, Pakistan | Karachi, Pakistan | Karachi, Pakistan | Karachi, Pakistan | Lahore, Pakistan",""
"7203","Individual","Mohamed Ben Belgacem AOUADI","SDGT","Mohamed Ben Belkacem AOUADI","Milano, Italy","11 Dec 1974"
"7204","Individual","Lased BEN HENI","SDGT","Al As'ad BEN HANI","","05 Feb 1969"
"7205","Individual","Mokhtar BOUCHOUCHA","SDGT","Mokhtar BUSHUSHA | Al-Mokhtar Ben Mohamed Ben Al-Mokhtar BOUCHOUCHA","Spinadesco, Italy","13 Oct 1969"
"7207","Individual","Abdelkader Mahmoud ES SAYED","SDGT","Kader ES SAYED","Roma, Italy","26 Dec 1962"
"7208","Individual","Sami Ben Khemais ESSID","SDGT","Sami Ben Khamis Ben Saleh ELSSEID","Gallarate, Italy","10 Feb 1968"
"7209","Individual","Khalid Abd al-Rahman Hamd AL-FAWAZ","SDGT","Khaled AL-FAUWAZ | Khaled A. AL-FAUWAZ | Khalid AL-FAWWAZ | Khalid AL FAWWAZ | Khaled AL FAWWAZ | Khaled AL-FAWWAZ | Khalid Abdulrahman H. AL FAWAZ","London, United Kingdom","25 Aug 1962 | 24 Aug 1962"
"7210","Individual","Abu Hamza AL-MASRI","SDGT","Abu Hamza AL-MISRI | Mustafa Kamel MUSTAFA | Mustafa KAMEL | Adam Ramsey EMAN","London, United Kingdom | London, United Kingdom","15 Apr 1958"
"7211","Individual","Ivan APAOLAZA SANCHO","SDGT","","","10 Nov 1971"
"7212","Individual","Ismael BERASATEGUI ESCUDERO","SDGT","","","15 Mar 1963"
"7213","Individual","Lexuri GALLASTEGUI SODUPE","SDGT","","","18 Jun 1969"
"7214","Individual","Gorka PALACIOS ALDAY","SDGT","","","17 Oct 1974"
"7215","Individual","Asier QUINTANA ZORROZUA","SDGT","","","27 Feb 1968"
"7216","Individual","Juan Luis RUBENACH ROIG","SDGT","","","18 Sep 1964"
"7217","Individual","Manex ZUBIAGA BRAVO","SDGT","","","14 Aug 1979"
"7219","Entity","ASKATASUNA","SDGT","GESTORAS PRO-AMNISTIA","Spain",""
"7220","Individual","Luis Fernando DA COSTA","SDNTK","Fernandinho BEIRA-MAR","","04 Jul 1967"
"7221","Individual","Eduardo GONZALEZ QUIRARTE","SDNTK","Lalo GONZALEZ QUIRARTE | Jose GONZALEZ QUIRARTE | Gregorio GONZALEZ LOPEZ | Hector Manuel ORELLANA ERAZO | Gabriel GOMEZ CHAVEZ","","28 Aug 1962 | 20 Aug 1962"
"7222","Individual","Haji IBRAHIM","SDNTK","Haji Ibrahim KHAN AFRIDI | Haji Ibrahim KHAN | Haji Ehai IBRAHIM","","28 Sep 1957"
"7223","Individual","Samuel KNOWLES","SDNTK","JR., Samuel KNOWLES","","28 May 1959"
"7224","Individual","Oded TUITO","SDNTK","Oded TVITO | Daniel TUITO | Daniel TVITO | David TUITO | Eliyahu MAMO | Simon REVIVO","","27 Dec 1959 | 29 Nov 1959 | 27 Feb 1959 | 12 Dec 1959 | 25 Jul 1961"
"7226","Individual","Ismael ZAMBADA GARCIA","SDNTK | ILLICIT-DRUGS-EO14059","El Mayo ZAMBADA | El Mayo | Mayo | Geronimo LOPEZ LANDEROS | Javier HERNANDEZ GARCIA | Ismael Mario ZAMBADA GARCIA","Mexico","1948"
"7227","Entity","BABBAR KHALSA INTERNATIONAL","SDGT","","",""
"7228","Entity","INTERNATIONAL SIKH YOUTH FEDERATION","SDGT","ISYF","",""
"7234","Entity","NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES","FTO | SDGT","NPA | CPP | NEW PEOPLE'S ARMY | NPP/CPP | COMMUNIST PARTY OF THE PHILIPPINES","",""
"7235","Individual","Jose Maria SISON","SDGT","Armando LIWINAG","Netherlands","08 Feb 1938"
"7251","Individual","Adel BEN SOLTANE","SDGT","Adel Ben Al-Azhar Ben Youssef BEN SOLTANE","Milan, Italy","14 Jul 1970"
"7252","Individual","Nabil Ben Mohamed Ben Ali BEN ATTIA","SDGT","","Tunis, Tunisia","11 May 1966"
"7253","Individual","Yassine CHEKKOURI","SDGT","","","06 Oct 1966"
"7254","Individual","Riadh Ben Belkassem Ben Mohamed JELASSI","SDGT","","","15 Dec 1970"
"7255","Individual","Mehdi KAMMOUN","SDGT","Mehdi Ben Mohamed Ben Mohamed KAMMOUN","Milan, Italy","03 Apr 1968"
"7256","Individual","Samir KISHK","SDGT","","","14 May 1955"
"7257","Individual","Tarek Ben Habib Ben Al-Toumi MAAROUFI","SDGT","","","23 Nov 1965"
"7258","Individual","Abdelhalim REMADNA","SDGT","","","02 Apr 1966"
"7259","Individual","Mansour THAER","SDGT","","","21 Mar 1974"
"7260","Individual","Al-Azhar Ben Ammar Ben Abadallah TLILI","SDGT","","Legnano, Italy","26 Mar 1969"
"7261","Individual","Habib WADDANI","SDGT","","San Donato M.se, Italy","10 Jun 1970"
"7262","Entity","EASTERN TURKISTAN ISLAMIC MOVEMENT","SDGT","EASTERN TURKISTAN ISLAMIC PARTY | ETIM | ETIP","",""
"7263","Individual","Wa'el Hamza Abd Al-Fatah JULAIDAN","SDGT","ABU AL-HASAN AL MADANI | Wa'el Hamza JALADIN | Wa'il Hamza JALADIN | Wa'el Hamza JALAIDAN | Wa'il Hamza JALAIDAN | Wa'il Hamza JULAIDAN | Wa'el Hamza JULAYDAN | Wa'il Hamza JULAYDAN | Wail H.A. JILDAN","","22 Jan 1958 | 20 Jan 1958"
"7264","Individual","Said BAHAJI","SDGT","","Meknes, Morocco | Hamburg, Germany | Hamburg, Germany | Hamburg, Germany","15 Jul 1975"
"7265","Individual","Ramzi Mohammed Abdullah BINALSHIBH","SDGT","Ramzi BIN AL SHIBH | Ramzi Mohamed Abdullah BINALSHEIDAH | Ramzi Mohammed Abdellah OMAR","Cuba","01 May 1972 | 16 Sep 1973"
"7266","Individual","Mounir EL MOTASSADEQ","SDGT","","Hamburg, Germany","03 Apr 1974"
"7267","Individual","Zakarya ESSABAR","SDGT","Zakariya ESSABAR","Hamburg, Germany","13 Apr 1977 | 03 Apr 1977"
"7268","Entity","TUNISIAN COMBAT GROUP","SDGT","GCT | GROUPE COMBATTANT TUNISIEN | JAMA'A COMBATTANTE TUNISIEN | JCT | TUNISIAN COMBATANT GROUP","",""
"7269","Entity","GLOBAL RELIEF FOUNDATION, INC.","SDGT","","Bridgeview, United States",""
"7270","Entity","GLOBAL RELIEF FOUNDATION, INC.","SDGT","FONDATION SECOURS MONDIAL A.S.B.L. | FONDATION SECOURS MONDIAL-BELGIQUE A.S.B.L. | FONDATION SECOURS MONDIAL-KOSOVA | FONDATION SECOURS MONDIAL VZW | FONDATION SECOURS MONDIAL 'WORLD RELIEF' | FSM | STICHTING WERELDHULP-BELGIE, V.Z.W. | SECOURS MONDIAL DE FRANCE","Tirana, Albania | Putte, Belgium | Brussels, Belgium | Brussels, Belgium | Sarajevo, Bosnia and Herzegovina | Sarajevo, Bosnia and Herzegovina | Gjakova, Serbia | Djakovica, Serbia | Islamabad, Pakistan | Sirinevler, Turkey | Afghanistan | Azerbaijan | Bangladesh | Chechnya, Russia | China | Eritrea | Ethiopia | Georgia | India | Ingushetia, Russia | Iraq | Jordan | Region: Kashmir | Lebanon | Region: Gaza | Sierra Leone | Somalia | Syria | Strasbourg, France | Region: West Bank",""
"7280","Entity","JEMAA ISLAMIYAH","FTO | SDGT","JEMA'A ISLAMIYAH | JEMA'A ISLAMIYYA | JEMA'A ISLAMIYYAH | JEMA'AH ISLAMIYAH | JEMA'AH ISLAMIYYAH | JEMAA ISLAMIYA | JEMAA ISLAMIYYA | JEMAA ISLAMIYYAH | JEMAAH ISLAMIAH | JEMAAH ISLAMIYAH | JEMAAH ISLAMIYYAH | JI","",""
"7281","Individual","Luis Hernando GOMEZ BUSTAMANTE","SDNT","","Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia","14 Mar 1958"
"7282","Individual","Diego Leon MONTOYA SANCHEZ","SDNT","","Cali, Colombia | Cali, Colombia | Cali, Colombia | Cali, Colombia","11 Jan 1958"
"7283","Entity","AGRICOLA DOIMA DEL NORTE DEL VALLE LTDA.","SDNT","","Cartago, Colombia | Cartago, Colombia",""
"7284","Entity","AGROPECUARIA MIRALINDO S.A.","SDNT","","Cartago, Colombia",""
"7286","Entity","GANADERIA EL VERGEL LTDA.","SDNT","","Cartago,Valle, Colombia | Cartago, Colombia",""
"7287","Entity","GANADERIAS BILBAO LTDA.","SDNT","","Cartago, Colombia | Cartago, Colombia",""
"7288","Entity","INMOBILIARIA EL ESCORIAL LTDA.","SDNT","","Cartago, Colombia | Cartago, Colombia",""
"7289","Entity","INMOBILIARIA LINARES LTDA.","SDNT","","Cartago, Colombia",""
"7290","Entity","INMOBILIARIA PASADENA LTDA.","SDNT","","Cartago, Colombia",""
"7291","Entity","INVERSIONES LA QUINTA Y CIA. LTDA.","SDNT","","Cali, Colombia | Cali, Colombia",""
"7292","Entity","LADRILLERA LA CANDELARIA LTDA.","SDNT","","Cali, Colombia | Candelaria, Colombia",""
"7293","Entity","MONTOYA LUNA E HIJOS Y CIA. S.C.S.","SDNT","","Cali, Colombia",""
"7294","Entity","ORGANIZACION LUIS HERNANDO GOMEZ BUSTAMANTE Y CIA S.C.S.","SDNT","","Cartago, Colombia",""
"7295","Entity","VISCAYA LTDA.","SDNT","VIZCAYA LTDA.","Cartago, Colombia | Cartago, Colombia | Cartago, Colombia",""
"7302","Individual","Laura Victoria GOMEZ APONTE","SDNT","","Cali, Colombia | Cali, Colombia","31 Oct 1965"
"7303","Individual","Viviana GOMEZ GOMEZ","SDNT","","Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia","17 Oct 1982"
"7304","Individual","Olga Cecilia GOMEZ JARAMILLO","SDNT","","Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia | Cartago, Colombia","29 Feb 1956"
"7308","Individual","Jairo Jose HURTADO ROMERO","SDNT","","Cali, Colombia | Cartago, Colombia | Cartago, Colombia | Cali, Colombia",""
"7313","Individual","Eugenio MONTOYA SANCHEZ","SDNT","Hector Fabio CARVAJAL TAFURT","Cali, Colombia | Cali, Colombia | Cali, Colombia","17 Apr 1970 | 15 Apr 1972"
"7314","Individual","Juan Carlos MONTOYA SANCHEZ","SDNT","","Cali, Colombia | Cali, Colombia","03 Sep 1962"
"7316","Individual","Maria Helena RUIZ CASTANO","SDNT","","Cali, Colombia","17 Nov 1970"
